Run2022C
360128:8247,10/10/22 22:46:22,163,163,45383640.468358323,43967728.034654997
360130:8247,10/11/22 00:51:09,5,5,1279160.176011130,861481.348534654
360131:8247,10/11/22 00:56:13,378,378,89937745.578501359,87370717.301174790
360141:8248,10/11/22 05:31:36,751,751,303972432.120613098,289861705.911582649
360224:8253,10/12/22 01:08:53,217,217,83711960.203848898,77493950.922041833
360225:8253,10/12/22 02:42:17,355,355,147689431.644875586,137616834.962555677
360295:8260,10/13/22 02:45:03,1439,1439,540039633.634224892,516225455.461560369
360296:8260,10/13/22 12:07:36,519,519,136027219.053211421,131649125.019589692
360327:8263,10/14/22 00:26:23,352,352,138034397.681988418,131807125.544670328
Run2022F
360390:8267,10/14/22 20:29:39,71,71,27213612.658737145,26124683.009590123
360391:8267,10/14/22 21:01:37,4,4,1716141.893110333,1518743.619219288
360392:8267,10/14/22 21:10:16,61,61,25356813.351977218,23957241.661067575
360393:8267,10/14/22 21:36:29,124,124,52177631.990774423,48985636.861751333
360400:8269,10/15/22 02:47:39,80,80,24828348.242799383,23714825.600669447
360413:8272,10/15/22 09:30:38,90,90,37295904.954805583,35547348.187413141
360428:8273,10/15/22 13:03:02,74,74,29381282.206687655,27455929.283632971
360432:8273,10/15/22 13:53:32,28,28,11865408.724880930,11139026.832174392
360435:8273,10/15/22 14:15:34,48,48,19968837.571940292,18668999.976650443
360437:8273,10/15/22 14:45:40,40,40,16873562.708548211,16219057.415522741
360438:8273,10/15/22 15:05:14,6,6,2509526.316858288,2350540.960806804
360458:8274,10/15/22 20:24:36,184,184,68130151.580412567,64280677.046940744
360459:8274,10/15/22 21:47:03,1332,1332,474696724.549768925,455182587.929933071
360460:8274,10/16/22 06:28:58,1077,1077,239835273.840155512,232248838.431795269
360486:8276,10/16/22 17:01:39,278,278,114044111.256177679,107828934.650856450
360490:8276,10/16/22 19:58:50,1177,1177,381801624.519534886,364986921.942762136
360491:8276,10/17/22 03:43:58,176,176,41058394.394064777,39674829.855484962
360737:8289,10/19/22 10:35:46,18,18,864103.253662685,848257.036827489
360761:8293,10/19/22 15:02:58,157,157,9215753.417430170,9040480.646215815
360794:8295,10/19/22 23:57:32,677,677,278749913.998966515,265807247.117421448
360795:8295,10/20/22 04:25:12,395,395,148347163.468816221,142314078.705468953
360797:8295,10/20/22 10:44:41,5,5,1364345.862631670,1331782.053293945
360820:8297,10/20/22 13:48:59,885,885,363540030.707848668,345197319.454123676
360825:8297,10/20/22 20:18:00,358,358,118869492.095740929,113198387.969122037
360826:8297,10/20/22 22:40:05,118,118,35489775.704960831,33545050.756829105
360856:8299,10/21/22 11:12:55,56,56,3141093.585675620,3046684.365662173
360874:8301,10/21/22 16:54:00,52,52,3118038.479279777,3015739.496318831
360876:8301,10/21/22 17:32:24,341,341,21504259.626771677,20961668.363118038
360887:8302,10/21/22 22:37:33,123,123,46018635.538319290,42669328.961475395
360888:8302,10/21/22 23:28:39,289,289,127508243.115872189,121034559.001779005
360889:8302,10/22/22 01:26:51,36,36,15806568.949401986,8549120.729725251
360890:8302,10/22/22 01:43:25,504,504,196489578.647978097,188094872.117870659
360892:8302,10/22/22 05:12:51,296,296,95857832.665014058,92324484.247345775
360895:8302,10/22/22 07:34:19,700,700,180557543.754460812,175331545.237932354
360919:8304,10/22/22 16:02:11,798,798,337998630.149802506,320455647.857150435
360920:8304,10/22/22 21:13:18,4,4,1597802.674260032,1361330.714345448
360921:8304,10/22/22 21:17:35,218,218,82272680.987841874,78626577.488196075
360927:8305,10/23/22 01:07:11,1892,1892,685332796.065918803,653570576.400717258
360941:8306,10/23/22 15:40:28,72,72,26202596.524818424,24774095.560231790
360942:8306,10/23/22 16:14:08,344,344,148741878.365590066,140452648.295577466
360945:8306,10/23/22 18:45:57,91,91,39214998.310884908,37027296.784782045
360946:8306,10/23/22 19:27:46,364,364,147489584.028008431,140509218.219466865
360948:8306,10/23/22 22:02:16,119,119,42838873.116077587,41029673.773454912
360950:8306,10/23/22 22:53:44,716,716,217123984.188665956,208551052.619990945
360951:8306,10/24/22 03:37:03,190,190,45961027.685487315,44294341.486112937
360991:8307,10/24/22 10:26:00,230,230,27536143.473980211,26559006.354951669
360992:8307,10/24/22 11:58:16,99,99,10985449.253392776,10715993.399473719
361020:8309,10/24/22 17:05:24,399,399,26874136.272121627,25566229.307910047
361044:8311,10/25/22 00:03:59,125,125,48625967.087858528,45717847.656369336
361045:8311,10/25/22 00:55:10,945,945,393792985.875027180,374202713.090225220
361050:8311,10/25/22 07:24:54,10,10,3490902.581231792,3135027.840783011
361052:8311,10/25/22 07:34:36,65,65,21734933.314855821,20606208.964665145
361054:8311,10/25/22 08:06:43,461,461,136341685.240008205,130587943.049433723
361083:8312,10/25/22 14:24:52,54,54,7544231.561317897,7088489.970663868
361091:8313,10/25/22 16:40:42,381,381,50899230.357674964,49382578.978712119
361105:8314,10/25/22 23:35:51,408,408,147798786.884148300,140271038.200257808
361106:8314,10/26/22 02:21:10,31,31,11296438.072713241,10513598.916944643
361107:8314,10/26/22 02:35:30,156,156,57795900.619239025,54759989.068951279
361108:8314,10/26/22 03:38:10,7,7,2652651.359004191,2061991.959875394
361110:8314,10/26/22 03:43:42,197,197,68884368.096169531,64906896.084582023
361188:8315,10/26/22 18:31:47,141,141,60622642.546992317,54129123.946668580
361193:8315,10/26/22 19:27:43,29,29,12391055.234599959,10965603.147813546
361195:8315,10/26/22 19:41:33,20,20,8696332.456605397,7869449.787844778
361197:8315,10/26/22 19:58:35,2147,2147,733479008.971461058,677599669.947882056
361223:8316,10/27/22 13:21:52,695,695,294711132.074158967,270603821.277132511
361239:8317,10/27/22 20:30:03,1056,1056,442140784.903990030,420581331.260383189
361240:8317,10/28/22 03:22:51,1015,1015,300482565.585239410,289529036.328862429
361272:8319,10/28/22 12:59:35,125,125,52070028.499901086,49691618.187661864
361280:8319,10/28/22 13:56:59,267,267,115310631.588071465,109395166.086185232
361283:8319,10/28/22 15:46:07,26,26,11233001.943226876,10569162.796526786
361284:8319,10/28/22 16:01:19,36,36,15342109.761679310,14654333.325336447
